Date,Open,Close
09/07/20,5076.173828,5052.793945
10/07/20,5052.793945,5031.255859
13/07/20,5031.255859,5064.446777
14/07/20,5064.446777,5079.12207
15/07/20,5079.12207,5075.797852
16/07/20,5075.797852,5098.374023
17/07/20,5098.374023,5079.584961
20/07/20,5079.584961,5051.105957
21/07/20,5051.105957,5114.708984
22/07/20,5114.708984,5110.187012
23/07/20,5110.220215,5145.009766
24/07/20,5145.01123,5082.991211
27/07/20,5082.991211,5116.666016
28/07/20,5116.666016,5112.98877
29/07/20,5111.109863,5149.629883
30/07/20,5111.112793,5149.626953
03/08/20,5149.626953,5006.223145
04/08/20,5006.223145,5075.001953
05/08/20,5075.001953,5127.050781
06/08/20,5127.050781,5178.271973
07/08/20,5178.271973,5143.893066
10/08/20,5157.833984,5157.833984
11/08/20,5157.930176,5190.169922
12/08/20,5190.166016,5233.452148
13/08/20,5233.452148,5239.25
14/08/20,5239.25,5247.689941
18/08/20,5247.689941,5295.173828
19/08/20,5295.173828,5272.810059
24/08/20,5272.810059,5277.041016
25/08/20,5277.041016,5338.888184
26/08/20,5338.888184,5340.328125
27/08/20,5340.328125,5371.472168
28/08/20,5371.472168,5346.65918
31/08/20,5346.65918,5238.486816
01/09/20,5238.486816,5310.679199
02/09/20,5310.679199,5311.970215
03/09/20,5311.970215,5280.812988
04/09/20,5280.812988,5239.851074
07/09/20,5235.009766,5230.195801
08/09/20,5232.917969,5244.071777
09/09/20,5214.032227,5149.375977
10/09/20,5084.326172,4891.460938
11/09/20,4804.644043,5016.711914
14/09/20,5060.023926,5161.828125
15/09/20,5169.245117,5100.865234
16/09/20,5108.12793,5058.481934
17/09/20,5058.950195,5038.400879
18/09/20,5037.369141,5059.223145
21/09/20,5058.990234,4999.359863
22/09/20,4947.730957,4934.092773
23/09/20,4946.50293,4917.955078
24/09/20,4876.351074,4842.755859
25/09/20,4867.962891,4945.791016
28/09/20,4962.953125,4906.547852
29/09/20,4929.333008,4879.098145
30/09/20,4896.432129,4870.039063
01/10/20,4899.644043,4970.094238
02/10/20,4969.245117,4926.733887
05/10/20,4947.040039,4958.769043
06/10/20,5004.395996,4999.221191
07/10/20,4976.567871,5004.327148
08/10/20,5018.736816,5039.14209
09/10/20,5036.476074,5053.663086
12/10/20,5078.128906,5093.099121
13/10/20,5093.421875,5132.571777
14/10/20,5134.662109,5176.099121
15/10/20,5172.59082,5105.149902
16/10/20,5111.434082,5103.414063
19/10/20,5116.757813,5126.330078
20/10/20,5120.913086,5099.839844
21/10/20,5116.790039,5096.445801
22/10/20,5084.790039,5091.815918
23/10/20,5112.787109,5112.187988
26/10/20,5113.148926,5144.048828
27/10/20,5133.537109,5128.225098
02/11/20,5108.028809,5115.12793
03/11/20,5133.981934,5159.452148
04/11/20,5170.823242,5105.199219
05/11/20,5161.390137,5260.326172
06/11/20,5276.164063,5335.528809
09/11/20,5371.971191,5356.004883
10/11/20,5424.731934,5462.73877
11/11/20,5475.564941,5509.513184
12/11/20,5494.484863,5458.602051
13/11/20,5449.101074,5461.058105
16/11/20,5500.03418,5494.87207
17/11/20,5516.580078,5529.939941
18/11/20,5530.875977,5557.518066
19/11/20,5541.421875,5594.059082
20/11/20,5602.783203,5571.655762
23/11/20,5583.330078,5652.76416
24/11/20,5677.299805,5701.028809
25/11/20,5735.13623,5679.24707
26/11/20,5669.664063,5759.916016
27/11/20,5773.555176,5783.334961
30/11/20,5779.670898,5612.415039
01/12/20,5637.894043,5724.742188
02/12/20,5755.175781,5813.986816
03/12/20,5833.323242,5822.941895
04/12/20,5820.819824,5810.48291
07/12/20,5854.303223,5930.758789
08/12/20,5947.658203,5944.40918
10/12/20,5976.999023,5933.698242
11/12/20,5946.358887,5938.329102
14/12/20,5959.274902,6012.516113
15/12/20,6013.51123,6010.12793
16/12/20,6046.866211,6118.401855
17/12/20,6133.096191,6113.381836
18/12/20,6106.250977,6104.324219
21/12/20,6131.623047,6165.624023
22/12/20,6146.645996,6023.289063
23/12/20,6061.848145,6008.708984
28/12/20,6067,6093.554199
29/12/20,6112.720215,6036.173828
30/12/20,6052.121094,5979.073242
04/01/21,5997.830078,6104.897949
05/01/21,6105.793945,6137.342773
06/01/21,6139.137207,6065.682129
07/01/21,6091.716797,6153.632813
08/01/21,6190.948242,6257.834961
11/01/21,6278.413086,6382.937012
12/01/21,6393.902832,6395.668945
13/01/21,6439.934082,6435.205078
14/01/21,6445.900879,6428.314941
15/01/21,6447.984863,6373.412109
18/01/21,6365.025879,6389.833984
19/01/21,6421.86084,6321.855957
20/01/21,6334.512207,6429.757813
21/01/21,6476.094238,6413.89209
22/01/21,6419.573242,6307.126953
25/01/21,6322.519043,6258.571777
26/01/21,6252.713867,6140.170898
27/01/21,6153.078125,6109.167969
28/01/21,6065.788086,5979.387207
29/01/21,6010.342773,5862.352051
01/02/21,5856.776855,6067.544922
02/02/21,6119.01123,6043.84082
03/02/21,6096.583984,6077.745117
04/02/21,6111.757813,6107.21582
05/02/21,6136.393066,6151.729004
08/02/21,6193.550781,6208.866211
09/02/21,6232.102051,6181.671875
10/02/21,6198.032227,6201.828125
11/02/21,6221.633789,6222.520996
15/02/21,6244.384766,6270.324219
16/02/21,6291.007813,6292.395996
17/02/21,6292.970215,6227.728027
18/02/21,6230.356934,6200.308105
19/02/21,6196.898926,6231.932129
22/02/21,6267.024902,6255.312012
23/02/21,6267.454102,6272.807129
24/02/21,6283.794922,6251.054199
25/02/21,6280.727051,6289.645996
26/02/21,6246.316895,6241.795898
01/03/21,6281.856934,6338.513184
02/03/21,6367.438965,6359.205078
03/03/21,6378.797852,6376.756836
04/03/21,6355.375977,6290.798828
05/03/21,6263.043945,6258.749023
08/03/21,6304,6248.464844
09/03/21,6258.669922,6199.646973
10/03/21,6233.616211,6264.679199
12/03/21,6316.880859,6358.208984
15/03/21,6374.762207,6324.258789
16/03/21,6347.188965,6309.699219
17/03/21,6318.068848,6277.228027
18/03/21,6309.575195,6347.829102
19/03/21,6346.008789,6356.160156
22/03/21,6346.794922,6301.130859
23/03/21,6331.698242,6252.711914
24/03/21,6231.712891,6156.140137
25/03/21,6159.619141,6122.875977
26/03/21,6141.605957,6195.562012
29/03/21,6205.568848,6166.817871
30/03/21,6163.721191,6071.441895
31/03/21,6062.950195,5985.521973
01/04/21,5988.022949,6011.456055
05/04/21,6040.055176,5970.286133
06/04/21,5973.986816,6002.77002
07/04/21,6011.958008,6036.616211
08/04/21,6035.037109,6071.724121
09/04/21,6101.723145,6070.208984
12/04/21,6080.791992,5948.568848
13/04/21,5944.525879,5927.435059
14/04/21,5964.029785,6050.275879
15/04/21,6057.61084,6079.500977
16/04/21,6102.37793,6086.257813
19/04/21,6084.785156,6052.540039
20/04/21,6029.992188,6038.321777
21/04/21,6010.268066,5993.242188
22/04/21,6004.793945,5994.184082
23/04/21,6000.912109,6016.86377
26/04/21,6018.339844,5964.820801
27/04/21,5986.996094,5959.621094
28/04/21,5959.951172,5974.479004
29/04/21,6005.798828,6012.960938
30/04/21,6026.527832,5995.616211
03/05/21,5999.661133,5952.597168
04/05/21,5955.39502,5963.819824
05/05/21,5974.560059,5975.911133
06/05/21,5987.065918,5970.240234
07/05/21,5987.330078,5928.309082
10/05/21,5942.105957,5975.787109
11/05/21,5965.852051,5938.351074
17/05/21,5950.137207,5833.859863
18/05/21,5836.083984,5834.394043
19/05/21,5817.13623,5760.583984
20/05/21,5759.629883,5797.597168
21/05/21,5824.109863,5773.120117
24/05/21,5793.066895,5763.631836
25/05/21,5772.937012,5815.839844
27/05/21,5850.501953,5841.828125
28/05/21,5875.270996,5848.616211
31/05/21,5869.217773,5947.462891
02/06/21,6002.480957,6031.578125
03/06/21,6038.856934,6091.513184
04/06/21,6091.129883,6065.166016
07/06/21,6075.506836,6069.935059
08/06/21,6071.25,5999.369141
09/06/21,5973.036133,6047.475098
10/06/21,6065.925781,6107.538086
11/06/21,6118.379883,6095.49707
14/06/21,6110.796875,6080.383789
15/06/21,6085.36084,6089.038086
16/06/21,6071.438965,6078.567871
17/06/21,6063.537109,6068.446777
18/06/21,6065.519043,6007.120117
21/06/21,5959.964844,5996.25293
22/06/21,6006.665039,6087.841797
23/06/21,6095.89502,6034.542969
24/06/21,6052.080078,6012.056152
25/06/21,6027.220215,6022.398926
28/06/21,6015.278809,5939.471191
29/06/21,5944.242188,5949.049805
30/06/21,5950.433105,5985.48877
01/07/21,6001.121094,6005.958008
02/07/21,6020.074219,6023.007813
05/07/21,6024.165039,6005.608887
06/07/21,6015.581055,6047.11084
07/07/21,6062.769043,6044.037109
08/07/21,6052.804199,6039.895996
09/07/21,6037.003906,6039.844238
12/07/21,6060.054199,6078.567871
13/07/21,6097.229004,6012.032227
14/07/21,6008.241211,5979.214844
15/07/21,5986.649902,6046.753906
16/07/21,6063.421875,6072.509766
19/07/21,6062.96582,6017.394043
21/07/21,6034.571777,6029.976074
22/07/21,6057.541016,6137.546875
23/07/21,6145.76123,6101.689941
26/07/21,6109.030762,6106.394043
27/07/21,6120.929199,6097.048828
28/07/21,6094.541016,6088.522949
29/07/21,6106.611816,6120.727051
30/07/21,6136.368164,6070.039063
02/08/21,6098.007813,6096.542969
03/08/21,6107.996094,6130.570801
04/08/21,6142.475098,6159.035156
05/08/21,6174.60791,6205.416992
06/08/21,6223.833984,6203.431152
09/08/21,6203.74707,6127.456055
10/08/21,6139.339844,6088.408203
12/08/21,6092.245117,6139.651855
13/08/21,6154.051758,6139.492188
16/08/21,6144.942871,6087.913086
18/08/21,6109.561035,6118.149902
19/08/21,6110.549805,5992.321777
20/08/21,5988.757813,6030.771973
23/08/21,6037.700195,6109.828125
24/08/21,6114.666992,6089.49707
25/08/21,6094.14502,6113.240234
26/08/21,6107.040039,6058.080078
27/08/21,6052.827148,6041.366211
30/08/21,6062.112793,6144.901855
31/08/21,6148.768066,6150.298828
01/09/21,6157.820801,6090.933105
02/09/21,6092.650879,6078.229004
03/09/21,6085.62793,6126.920898
06/09/21,6137.125977,6126.937988
07/09/21,6135.870117,6112.399902
08/09/21,6114.477051,6026.02002
09/09/21,6024.316895,6068.219238
10/09/21,6059.154785,6094.873047
13/09/21,6080.062012,6088.157227
14/09/21,6100.628906,6129.095215
15/09/21,6123.910156,6110.229004
16/09/21,6126.555176,6109.941895
17/09/21,6098.87793,6133.246094
20/09/21,6132.03418,6076.314941
21/09/21,6049.792969,6060.756836
22/09/21,6060.305176,6108.265137
23/09/21,6117.643066,6142.711914
24/09/21,6142.287109,6144.814941
27/09/21,6141.470215,6122.495117
28/09/21,6128.058105,6113.111816
29/09/21,6100.826172,6162.554199
30/09/21,6175.416016,6286.942871
01/10/21,6269.237793,6228.845215
04/10/21,6234.798828,6342.686035
05/10/21,6337.326172,6288.048828
06/10/21,6313.652832,6417.323242
07/10/21,6414.912109,6416.395996
08/10/21,6440,6481.769043
11/10/21,6482.957031,6459.696777
12/10/21,6462.314941,6486.26709
13/10/21,6502.157227,6536.903809
14/10/21,6552.210938,6626.11377
15/10/21,6645.259766,6633.337891
18/10/21,6649.280762,6658.768066
19/10/21,6665.719238,6655.998047
21/10/21,6670.272949,6632.972168
22/10/21,6620.65918,6643.737793
25/10/21,6626.367188,6625.696777
26/10/21,6640.051758,6656.937012
27/10/21,6664.373047,6602.208984
28/10/21,6578.583008,6524.076172
29/10/21,6561.712891,6591.346191
01/11/21,6618.12207,6552.88916
02/11/21,6557.944824,6493.274902
03/11/21,6497.865234,6552.129883
04/11/21,6588.188965,6586.442871
05/11/21,6600.722168,6581.785156
08/11/21,6599.404785,6632.296875
09/11/21,6640.221191,6669.924805
10/11/21,6665.548828,6683.14502
11/11/21,6694.583008,6691.341797
12/11/21,6710.853027,6651.054199
15/11/21,6661.849121,6616.028809
16/11/21,6598.408203,6651.207031
17/11/21,6667.861816,6675.804199
18/11/21,6653.700195,6636.469238
19/11/21,6651.778809,6720.263184
22/11/21,6731.515137,6723.38623
23/11/21,6716.157227,6677.875977
24/11/21,6697.423828,6683.276855
25/11/21,6694.957031,6699.346191
26/11/21,6688.568848,6561.553223
29/11/21,6552.803223,6608.290039
30/11/21,6605.796875,6533.932129
01/12/21,6544.51709,6507.676758
02/12/21,6517.338867,6583.819824
03/12/21,6588.01416,6538.505859
06/12/21,6552.815918,6547.116211
07/12/21,6575.976074,6602.568848
08/12/21,6618.754883,6603.797852
09/12/21,6617.132813,6643.932129
10/12/21,6618.686035,6652.921875
13/12/21,6663.73877,6662.871094
14/12/21,6665.382813,6615.637207
15/12/21,6615.724121,6626.256836
16/12/21,6648.288086,6594.797852
17/12/21,6584.887207,6601.932129
20/12/21,6571.345215,6547.111816
21/12/21,6545.537109,6554.309082
22/12/21,6572.535156,6529.592773
23/12/21,6537.599121,6555.550781
24/12/21,6559.088867,6562.899902
27/12/21,6570.558105,6575.443848
28/12/21,6588.133789,6598.342773
29/12/21,6603.755859,6600.676758
30/12/21,6609.442871,6581.481934
03/01/22,6586.259766,6665.308105
04/01/22,6675.129883,6695.373047
05/01/22,6703.171875,6662.298828
06/01/22,6674.852051,6653.351074
07/01/22,6669.51123,6701.315918
10/01/22,6697.375977,6691.124023
11/01/22,6705.795898,6647.970215
12/01/22,6662.39502,6647.064941
13/01/22,6659.973145,6658.355957
14/01/22,6653.645996,6693.400879
17/01/22,6711.405762,6645.047852
18/01/22,6654.958984,6614.059082
19/01/22,6609.832031,6591.980957
20/01/22,6607.798828,6626.871094
21/01/22,6626.348145,6726.373047
24/01/22,6700.821777,6655.166016
25/01/22,6630.87793,6568.172852
26/01/22,6569.817871,6600.818848
27/01/22,6586.854004,6611.161133
28/01/22,6618.717773,6645.51123
31/01/22,6656.707031,6631.150879
02/02/22,6657.791992,6707.651855
03/02/22,6724.398926,6683.851074
04/02/22,6697.942871,6731.391113
07/02/22,6751.349121,6804.937012
08/02/22,6813.184082,6789.521973
09/02/22,6811.753906,6834.605957
10/02/22,6859.333984,6823.64209
11/02/22,6813.60791,6815.606934
14/02/22,6791.315918,6734.48584
15/02/22,6746.358887,6807.49707
16/02/22,6821.925781,6850.198242
17/02/22,6836.183105,6835.117188
18/02/22,6837.519043,6892.817871
21/02/22,6896.751953,6902.964844
22/02/22,6879.818848,6861.994141
23/02/22,6878.625,6920.056152
24/02/22,6912.477051,6817.819824
25/02/22,6825.371094,6888.170898
01/03/22,6964.696777,6921.440918
02/03/22,6956.618164,6868.401855
04/03/22,6921.315918,6928.328125
07/03/22,6905.324219,6869.065918
08/03/22,6895.630859,6814.183105
09/03/22,6836.671875,6864.440918
10/03/22,6897.174805,6924.007813
11/03/22,6872.631836,6922.602051
14/03/22,6949.206055,6952.204102
15/03/22,6968.349121,6918.185059
16/03/22,6951.352051,6992.39502
17/03/22,7016.532227,6964.384766
18/03/22,6981.262207,6954.964844
21/03/22,6945.893066,6955.181152
22/03/22,6974.977051,7000.821777
23/03/22,7010.838867,6996.115234
24/03/22,6986.183105,7049.685059
25/03/22,7050.553223,7002.532227
28/03/22,6996.317871,7049.603027
29/03/22,7052.734863,7011.688965
30/03/22,7037.202148,7053.189941
31/03/22,7070.76123,7071.441895
01/04/22,7093.699219,7078.759766
04/04/22,7082.24707,7116.217773
05/04/22,7122.914063,7148.298828
06/04/22,7128.412109,7104.21582
07/04/22,7115.086914,7127.367188
08/04/22,7157.309082,7210.834961
11/04/22,7212.00293,7203.793945
12/04/22,7205.077148,7214.780762
13/04/22,7240.188965,7262.776855
14/04/22,7265.319824,7235.532227
18/04/22,7245.503906,7275.289063
19/04/22,7283.416992,7199.231934
20/04/22,7226.87207,7227.361816
21/04/22,7249.49707,7276.192871
22/04/22,7251.980957,7225.605957
25/04/22,7204.161133,7215.979004
26/04/22,7208.922852,7232.152832
27/04/22,7211.710938,7196.76416
28/04/22,7260.27002,7228.914063
09/05/22,7154.916992,6909.750977
10/05/22,6747.562988,6819.793945
11/05/22,6833.193848,6816.203125
12/05/22,6802.328125,6599.839844
13/05/22,6586.577148,6597.993164
17/05/22,6603.893066,6644.466797
18/05/22,6676.394043,6793.414063
19/05/22,6719.756836,6823.334961
20/05/22,6839.016113,6918.144043
23/05/22,6930.938965,6840.774902
24/05/22,6859.222168,6914.141113
25/05/22,6914.64502,6883.503906
27/05/22,6948.226074,7026.255859
30/05/22,7052.172852,7037.564941
31/05/22,7064.226074,7148.970215
02/06/22,7130.601074,7148.723145
03/06/22,7176.682129,7182.960938
06/06/22,7163.173828,7096.582031
07/06/22,7101.312988,7141.044922
08/06/22,7133.49707,7193.313965
09/06/22,7186.89209,7182.830078
10/06/22,7143.241211,7086.647949
13/06/22,6992.22998,6995.441895
14/06/22,6949.647949,7049.881836
15/06/22,7031.199219,7007.049805
16/06/22,7063.077148,7050.326172
17/06/22,6987.751953,6936.966797
20/06/22,6937.007813,6976.376953
21/06/22,6976.335938,7044.070801
22/06/22,7044.11084,6984.311035
23/06/22,6984.311035,6998.26709
24/06/22,6998.348145,7042.937012
27/06/22,7043.018066,7016.055176
28/06/22,7016.13623,6996.456055
29/06/22,6996.456055,6942.351074
30/06/22,6942.351074,6911.582031
01/07/22,6911.582031,6794.328125
04/07/22,6794.368164,6639.171875
05/07/22,6639.211914,6703.266113
06/07/22,6703.266113,6646.410156
07/07/22,6646.410156,6652.586914
08/07/22,6652.666992,6740.219238
11/07/22,6740.019043,6722.14502
12/07/22,6722.185059,6718.293945
13/07/22,6718.293945,6640.990234
14/07/22,6640.990234,6690.086914
15/07/22,6690.086914,6651.904785
18/07/22,6652.064941,6659.25293
19/07/22,6659.292969,6736.091797
20/07/22,6736.171875,6874.743164
21/07/22,6874.783203,6864.130859
22/07/22,6864.130859,6886.961914
25/07/22,6887.041992,6858.407227
26/07/22,6858.446777,6871.537109
27/07/22,6871.49707,6898.21582
28/07/22,6898.295898,6956.816895
29/07/22,6956.896973,6951.123047
01/08/22,6951.123047,6968.783203
02/08/22,6968.783203,6988.157227
03/08/22,6988.157227,7046.634766
04/08/22,7046.634766,7057.348145
05/08/22,7057.348145,7084.654785
08/08/22,7084.654785,7086.849121
09/08/22,7086.849121,7102.879883
10/08/22,7102.879883,7086.23584
11/08/22,7086.275879,7160.384766
12/08/22,7160.384766,7129.276855
15/08/22,7129.276855,7093.275879
16/08/22,7093.275879,7133.453125
18/08/22,7133.453125,7186.558105
19/08/22,7186.598145,7172.434082
22/08/22,7172.434082,7107.98291
23/08/22,7107.862793,7163.265137
24/08/22,7163.305176,7194.706055
25/08/22,7194.706055,7174.208008
26/08/22,7174.288086,7135.248047
29/08/22,7135.087891,7132.044922
30/08/22,7132.084961,7159.473145
31/08/22,7159.513184,7178.589844
01/09/22,7178.589844,7153.104004
02/09/22,7153.104004,7177.179199
05/09/22,7177.13916,7231.882813
06/09/22,7231.922852,7233.154785
07/09/22,7233.154785,7186.756836
08/09/22,7186.756836,7232.01709
09/09/22,7232.057129,7242.655762
12/09/22,7242.695801,7254.463867
13/09/22,7254.463867,7318.016113
14/09/22,7317.895996,7278.078125
15/09/22,7278.198242,7305.601074
16/09/22,7305.601074,7168.870117
19/09/22,7168.950195,7195.487793
20/09/22,7195.567871,7196.951172
21/09/22,7196.871094,7188.313965
22/09/22,7188.193848,7218.905762
23/09/22,7219.025879,7178.583008
26/09/22,7178.50293,7127.50293
27/09/22,7127.50293,7112.449219
28/09/22,7112.40918,7077.030762
29/09/22,7077.11084,7036.198242
30/09/22,7036.198242,7040.797852
03/10/22,7040.797852,7009.717773
04/10/22,7009.836914,7072.255859
05/10/22,7072.294922,7075.384766
06/10/22,7075.384766,7076.623047
07/10/22,7076.623047,7026.783203
10/10/22,7026.663086,6994.39502
11/10/22,6994.39502,6939.14502
12/10/22,6939.14502,6909.208984
13/10/22,6909.208984,6880.625
14/10/22,6880.665039,6814.529785
17/10/22,6814.529785,6831.115234
18/10/22,6831.154785,6834.494141
19/10/22,6834.494141,6860.416016
20/10/22,6860.416016,6980.651855
21/10/22,6980.691895,7017.770996
24/10/22,7017.811035,7053.043945
25/10/22,7053.083984,7048.379883
26/10/22,7048.419922,7043.938965
27/10/22,7043.979004,7091.76123
28/10/22,7091.76123,7056.040039
31/10/22,7056.040039,7098.890137
01/11/22,7098.930176,7052.303223
02/11/22,7052.303223,7015.689941
03/11/22,7015.689941,7034.573242
04/11/22,7034.573242,7045.526855
07/11/22,7045.526855,7102.395996
08/11/22,7102.436035,7050.125977
09/11/22,7050.085938,7070.083984
10/11/22,7070.083984,6966.836914
11/11/22,6966.996094,7089.206055
14/11/22,7089.206055,7019.39209
15/11/22,7019.39209,7035.5
16/11/22,7035.5,7014.383789
17/11/22,7014.383789,7044.98584
18/11/22,7045.025879,7082.181152
21/11/22,7082.181152,7063.24707
22/11/22,7063.24707,7030.587891
23/11/22,7030.626953,7054.123047
24/11/22,7054.162109,7080.515137
25/11/22,7080.554199,7053.149902
28/11/22,7053.109863,7017.35791
29/11/22,7017.317871,7012.068848
30/11/22,7012.108887,7081.312988
01/12/22,7081.194824,7020.803223
02/12/22,7020.803223,7019.63916
05/12/22,7019.63916,6987.328125
06/12/22,6987.368164,6892.569824
07/12/22,6892.569824,6818.751953
08/12/22,6818.791016,6804.227051
09/12/22,6804.227051,6715.118164
12/12/22,6715.118164,6734.452148
13/12/22,6734.491211,6810.315918
14/12/22,6810.355957,6801.749023
15/12/22,6801.789063,6751.859863
16/12/22,6751.859863,6812.192871
19/12/22,6812.153809,6779.698242
20/12/22,6779.698242,6768.315918
21/12/22,6768.315918,6820.663086
22/12/22,6820.702148,6824.432129
23/12/22,6824.393066,6800.672852
26/12/22,6800.712891,6835.808105
27/12/22,6835.847168,6923.026855
28/12/22,6923.065918,6850.52002
29/12/22,6850.52002,6860.077148
30/12/22,6860.116211,6850.619141
02/01/23,6850.740234,6850.983887
03/01/23,6850.983887,6888.757813
04/01/23,6888.798828,6813.23877
05/01/23,6813.279785,6653.84082
06/01/23,6653.759766,6684.558105
09/01/23,6684.558105,6688.265137
10/01/23,6688.265137,6622.499023
11/01/23,6622.539063,6584.453125
12/01/23,6584.494141,6629.934082
13/01/23,6629.934082,6641.830078
16/01/23,6641.830078,6688.057129
17/01/23,6688.057129,6767.339844
18/01/23,6767.178223,6765.786133
19/01/23,6765.746094,6819.907227
20/01/23,6819.907227,6874.931152
24/01/23,6874.931152,6860.854004
25/01/23,6860.854004,6829.930176
26/01/23,6829.970215,6864.817871
27/01/23,6864.817871,6898.980957
30/01/23,6899.021973,6872.480957
31/01/23,6872.520996,6839.341797
01/02/23,6838.916016,6862.257813
02/02/23,6862.257813,6890.571777
03/02/23,6890.713867,6911.731934
06/02/23,6911.731934,6873.791016
07/02/23,6873.791016,6935.300781
08/02/23,6935.300781,6940.124023
09/02/23,6940.124023,6897.365234
10/02/23,6895.237793,6880.329102
13/02/23,6880.329102,6900.140137
14/02/23,6900.140137,6941.85498
15/02/23,6941.85498,6914.538086
16/02/23,6914.538086,6895.664063
17/02/23,6895.664063,6895.713867
20/02/23,6895.855957,6894.716797
21/02/23,6894.716797,6873.404785
22/02/23,6873.263184,6809.967773
23/02/23,6810.108887,6839.454102
24/02/23,6839.454102,6856.576172
27/02/23,6856.576172,6854.776855
28/02/23,6854.776855,6843.23877
01/03/23,6843.098145,6844.936035
02/03/23,6845.078125,6857.415039
03/03/23,6857.415039,6813.63623
06/03/23,6813.918945,6807.000977
07/03/23,6806.858887,6766.757813
08/03/23,6766.757813,6776.370117
09/03/23,6776.370117,6799.794922
10/03/23,6799.794922,6765.301758
13/03/23,6765.018066,6786.955078
14/03/23,6786.671875,6641.813965
15/03/23,6641.813965,6628.137207
16/03/23,6628.137207,6565.728027
17/03/23,6565.728027,6678.236816
20/03/23,6678.236816,6612.490234
21/03/23,6612.490234,6691.61084
24/03/23,6694.01709,6762.253906
27/03/23,6762.253906,6708.933105
28/03/23,6708.933105,6760.328125
29/03/23,6760.328125,6839.436035
30/03/23,6839.436035,6808.951172
31/03/23,6809.092773,6805.276855
03/04/23,6805.276855,6827.174805
04/04/23,6827.033203,6833.178223
05/04/23,6833.178223,6819.674805
06/04/23,6819.674805,6792.765137
10/04/23,6792.765137,6771.234863
11/04/23,6771.234863,6811.313965
12/04/23,6811.455078,6798.963867
13/04/23,6798.541016,6785.598145
14/04/23,6785.879883,6818.574219
17/04/23,6818.714844,6787.582031
18/04/23,6787.582031,6821.807129
26/04/23,6821.807129,6910.146973
27/04/23,6910.848145,6945.477051
28/04/23,6945.477051,6915.71582
02/05/23,6915.71582,6863.301758
03/05/23,6863.301758,6812.722168
04/05/23,6812.722168,6844.026855
05/05/23,6844.026855,6787.630859
08/05/23,6787.491211,6769.630859
09/05/23,6769.630859,6779.97998
10/05/23,6780.400879,6811.904785
11/05/23,6811.904785,6755.937988
